dependence0,dependence1,dependence2,rural,religion0,religion1,religion2,religion3,religion4,religion6,annualpayment,monthlypayment,mark,attendance,am,cc,hv,pf,mathlevel,gender,socioeconomic
0,1,0,0,0,1,0,0,0,0,1,0,6.099999904632567,0.950000000000000,0.770000000000000,0.770000000000000,0.760000000000000,0.810000000000000,1,0.296984517076068,0.003940861328420
0,1,0,0,0,0,0,0,0,1,1,1,5.900000095367433,0.940000000000000,0.730000000000000,0.790000000000000,0.710000000000000,0.770000000000000,1,0.004962083708095,0.008379859853998
0,1,0,0,1,0,0,0,0,0,1,1,6.400000095367433,0.920000000000000,0.740000000000000,0.740000000000000,0.670000000000000,0.730000000000000,2,0.001101545803623,0.002162355466395
0,1,0,0,0,1,0,0,0,0,0,4,6.400000095367433,0.960000000000000,0.750000000000000,0.790000000000000,0.740000000000000,0.800000000000000,1,0.007923918355387,0.054506426121498
0,0,1,0,0,1,0,0,0,0,5,5,6.500000000000000,0.940000000000000,0.770000000000000,0.770000000000000,0.750000000000000,0.830000000000000,2,0.004188275607539,0.286002972788131
0,1,0,0,1,0,0,0,0,0,0,2,6.199999809265138,0.950000000000000,0.740000000000000,0.740000000000000,0.690000000000000,0.740000000000000,1,0.009355760965295,0.015578468161157
0,1,0,0,0,1,0,0,0,0,0,3,6.599999904632567,0.910000000000000,0.730000000000000,0.770000000000000,0.670000000000000,0.750000000000000,1,0.013442238796372,0.044397467686013
0,0,1,0,1,0,0,0,0,0,5,5,6.699999809265138,0.960000000000000,0.710000000000000,0.800000000000000,0.710000000000000,0.770000000000000,2,0.000546287521341,0.155110241618397
1,0,0,1,1,0,0,0,0,0,0,0,6.400000095367433,0.940000000000000,0.810000000000000,0.760000000000000,0.730000000000000,0.810000000000000,0,0.005063846994876,0.002396096296213
1,0,0,1,0,1,0,0,0,0,0,0,6.199999809265138,0.890000000000000,0.650000000000000,0.650000000000000,0.820000000000000,0.700000000000000,0,0.292893218813452,0.183503419072274
1,0,0,0,1,0,0,0,0,0,0,0,5.800000190734862,0.910000000000000,0.730000000000000,0.760000000000000,0.660000000000000,0.790000000000000,1,0.000021738671096,0.011574571380135
1,0,0,0,1,0,0,0,0,0,0,0,6.000000000000000,0.920000000000000,0.740000000000000,0.790000000000000,0.680000000000000,0.800000000000000,1,0.002593202444504,0.019442812917746
1,0,0,0,1,0,0,0,0,0,0,0,5.900000095367433,0.960000000000000,0.770000000000000,0.750000000000000,0.710000000000000,0.810000000000000,0,0.000578530033486,0.048155422494634
1,0,0,0,1,0,0,0,0,0,0,0,5.900000095367433,0.940000000000000,0.730000000000000,0.720000000000000,0.650000000000000,0.750000000000000,0,0.000033889765165,0.001177865457412
1,0,0,0,0,1,0,0,0,0,0,0,5.699999809265138,0.930000000000000,0.740000000000000,0.740000000000000,0.690000000000000,0.810000000000000,1,0.000410288359168,0.002643855461394
1,0,0,0,0,1,0,0,0,0,0,0,6.300000190734862,0.950000000000000,0.930000000000000,0.920000000000000,0.800000000000000,0.940000000000000,0,0.000410288359168,0.000138678347543
1,0,0,0,1,0,0,0,0,0,0,0,6.199999809265138,0.950000000000000,0.810000000000000,0.840000000000000,0.800000000000000,0.890000000000000,1,0.004057510218040,0.036164794330192
1,0,0,0,0,1,0,0,0,0,0,0,5.949999809265138,0.910000000000000,0.660000000000000,0.690000000000000,0.580000000000000,0.710000000000000,0,0.000925522636402,0.035991710328246
1,0,0,0,1,0,0,0,0,0,0,0,5.599999904632568,0.900000000000000,0.740000000000000,0.740000000000000,0.720000000000000,0.790000000000000,0,0.002559073055490,0.026871607555460
1,0,0,0,0,1,0,0,0,0,0,0,6.099999904632567,0.920000000000000,0.780000000000000,0.750000000000000,0.680000000000000,0.790000000000000,1,0.001320946742239,0.022166714023747
1,0,0,0,1,0,0,0,0,0,0,0,5.800000190734862,0.900000000000000,0.750000000000000,0.710000000000000,0.700000000000000,0.770000000000000,0,0.003277169779902,0.014095395558527
0,1,0,0,0,1,0,0,0,0,0,4,6.300000190734862,0.930000000000000,0.760000000000000,0.800000000000000,0.760000000000000,0.820000000000000,1,0.313436834733028,0.009087880851598
0,1,0,0,1,0,0,0,0,0,1,3,6.199999809265138,0.905000000000000,0.790000000000000,0.800000000000000,0.750000000000000,0.830000000000000,1,0.001123348846676,0.000152598241212
0,1,0,0,1,0,0,0,0,0,0,2,6.149999618530273,0.910000000000000,0.730000000000000,0.790000000000000,0.680000000000000,0.790000000000000,0,0.000365121131491,0.013056205482139
0,1,0,0,1,0,0,0,0,0,1,4,6.199999809265138,0.940000000000000,0.780000000000000,0.770000000000000,0.730000000000000,0.810000000000000,2,0.000229764130787,0.048738887261320
0,1,0,0,0,0,0,0,0,1,0,0,5.800000190734862,0.940000000000000,0.760000000000000,0.770000000000000,0.740000000000000,0.800000000000000,1,0.001148107914622,0.017471571475053
0,1,0,0,1,0,0,0,0,0,0,2,5.500000000000000,0.920000000000000,0.750000000000000,0.740000000000000,0.680000000000000,0.760000000000000,1,0.000496028907588,0.001377526249627
0,1,0,0,1,0,0,0,0,0,0,2,6.199999809265138,0.940000000000000,0.740000000000000,0.740000000000000,0.690000000000000,0.820000000000000,0,0.003272547428483,0.022166714023747
1,0,0,1,1,0,0,0,0,0,0,0,6.199999809265138,0.890000000000000,0.740000000000000,0.880000000000000,0.860000000000000,0.910000000000000,0,0.002110662549618,0.031754163448146
1,0,0,1,1,0,0,0,0,0,0,0,6.099999904632567,0.870000000000000,0.730000000000000,0.660000000000000,0.680000000000000,0.710000000000000,0,0.005500657903990,0.031754163448146
1,0,0,1,0,1,0,0,0,0,0,0,6.300000190734862,0.980000000000000,0.850000000000000,0.700000000000000,0.600000000000000,0.810000000000000,0,0.370847130394104,0.031754163448146
1,0,0,1,0,0,0,0,0,1,0,0,6.300000190734862,0.970000000000000,0.790000000000000,0.750000000000000,0.600000000000000,0.760000000000000,0,0.000009058183275,0.031754163448146
1,0,0,1,1,0,0,0,0,0,0,0,6.199999809265138,0.955000000000000,0.750000000000000,0.690000000000000,0.720000000000000,0.790000000000000,0,0.000397923965671,0.012136756581483
1,0,0,1,0,0,1,0,0,0,0,0,6.000000000000000,0.970000000000000,0.690000000000000,0.590000000000000,0.640000000000000,0.640000000000000,0,0.006780804417421,0.031754163448146
1,0,0,1,1,0,0,0,0,0,0,0,6.099999904632567,0.980000000000000,0.730000000000000,0.760000000000000,0.730000000000000,0.770000000000000,1,0.000420620625468,0.025320565519104
1,0,0,1,1,0,0,0,0,0,0,0,6.300000190734862,1.000000000000000,0.870000000000000,0.860000000000000,0.930000000000000,0.690000000000000,0,0.225403330758517,0.025320565519104
1,0,0,1,0,1,0,0,0,0,0,0,6.250000000000000,0.935000000000000,0.600000000000000,0.590000000000000,0.660000000000000,0.570000000000000,2,0.012951840733225,0.025320565519104
1,0,0,1,1,0,0,0,0,0,0,0,5.199999809265137,0.990000000000000,0.640000000000000,0.760000000000000,0.630000000000000,0.700000000000000,0,0.225403330758517,0.025320565519104
1,0,0,1,1,0,0,0,0,0,0,0,6.300000190734862,0.970000000000000,0.790000000000000,0.890000000000000,0.740000000000000,0.790000000000000,1,0.002396096296213,0.025320565519104
1,0,0,1,1,0,0,0,0,0,0,0,6.449999809265138,1.000000000000000,0.710000000000000,0.800000000000000,0.800000000000000,0.720000000000000,1,0.064979107874092,0.044099450318304
1,0,0,1,0,0,1,0,0,0,0,0,6.000000000000000,0.850000000000000,0.570000000000000,0.720000000000000,0.440000000000000,0.700000000000000,0,0.367544467966324,0.033908216920704
1,0,0,1,0,0,1,0,0,0,0,0,5.800000190734862,0.920000000000000,0.770000000000000,0.720000000000000,0.630000000000000,0.760000000000000,0,0.000143731226175,0.000501939049233
1,0,0,1,0,0,1,0,0,0,0,0,5.849999904632567,0.980000000000000,0.680000000000000,0.710000000000000,0.680000000000000,0.650000000000000,0,0.225403330758517,0.033908216920704
1,0,0,1,1,0,0,0,0,0,0,0,6.199999809265138,0.930000000000000,0.730000000000000,0.680000000000000,0.680000000000000,0.720000000000000,0,0.004957347795685,0.004121072942504
1,0,0,1,0,1,0,0,0,0,0,0,6.199999809265138,0.810000000000000,0.810000000000000,0.620000000000000,0.680000000000000,0.690000000000000,0,0.000523568118884,0.001871897732959
1,0,0,1,1,0,0,0,0,0,0,0,5.900000095367433,0.940000000000000,0.710000000000000,0.740000000000000,0.680000000000000,0.750000000000000,0,0.000043019670321,0.000738676557157
1,0,0,1,1,0,0,0,0,0,0,0,5.800000190734862,0.940000000000000,0.710000000000000,0.740000000000000,0.700000000000000,0.810000000000000,1,0.026205747123179,0.021911256379557
1,0,0,1,1,0,0,0,0,0,0,0,6.250000000000000,0.910000000000000,0.690000000000000,0.770000000000000,0.660000000000000,0.650000000000000,0,0.316142053097072,0.105016746036205
1,0,0,1,0,1,0,0,0,0,0,0,6.599999904632567,0.930000000000000,0.720000000000000,0.760000000000000,0.700000000000000,0.740000000000000,1,0.008836756300576,0.009875211757927
1,0,0,0,0,1,0,0,0,0,0,0,5.900000095367433,0.960000000000000,0.750000000000000,0.790000000000000,0.710000000000000,0.840000000000000,0,0.000952545921832,0.002783722688922
1,0,0,0,0,0,0,0,0,1,0,0,6.199999809265138,0.910000000000000,0.770000000000000,0.790000000000000,0.710000000000000,0.800000000000000,0,0.000070964390973,0.006475106030430
1,0,0,0,1,0,0,0,0,0,0,0,6.099999904632567,0.960000000000000,0.740000000000000,0.770000000000000,0.720000000000000,0.840000000000000,1,0.001075168660482,0.001686638989164
1,0,0,0,0,1,0,0,0,0,0,0,5.800000190734862,0.900000000000000,0.700000000000000,0.740000000000000,0.730000000000000,0.750000000000000,0,0.000589066608657,0.001227775834444
1,0,0,0,0,1,0,0,0,0,0,0,5.500000000000000,0.960000000000000,0.740000000000000,0.700000000000000,0.680000000000000,0.740000000000000,1,0.000362626240631,0.027970591119928
0,1,0,0,0,1,0,0,0,0,0,2,6.199999809265138,0.940000000000000,0.740000000000000,0.710000000000000,0.690000000000000,0.770000000000000,1,0.000000266496145,0.021808915223403
1,0,0,0,0,0,0,0,0,1,0,0,5.800000190734862,0.945000000000000,0.740000000000000,0.710000000000000,0.710000000000000,0.780000000000000,1,0.000002352899849,0.000169327696209
1,0,0,1,1,0,0,0,0,0,0,0,6.099999904632567,0.930000000000000,0.770000000000000,0.840000000000000,0.750000000000000,0.820000000000000,1,0.002092089242257,0.327978494967753
1,0,0,0,0,1,0,0,0,0,0,0,5.850000381469727,0.980000000000000,0.720000000000000,0.760000000000000,0.690000000000000,0.810000000000000,1,0.000030934544240,0.000127579187655
1,0,0,0,0,1,0,0,0,0,0,0,5.900000095367433,0.960000000000000,0.710000000000000,0.770000000000000,0.710000000000000,0.770000000000000,1,0.000741730870016,0.002948574227058
1,0,0,0,0,1,0,0,0,0,0,0,5.750000000000000,0.960000000000000,0.730000000000000,0.770000000000000,0.700000000000000,0.780000000000000,1,0.000119085921130,0.019810551567184
1,0,0,0,1,0,0,0,0,0,0,0,6.099999904632567,0.900000000000000,0.750000000000000,0.750000000000000,0.700000000000000,0.800000000000000,1,0.000200357230467,0.016759231820276
1,0,0,0,0,1,0,0,0,0,0,0,5.900000095367433,0.930000000000000,0.760000000000000,0.740000000000000,0.670000000000000,0.780000000000000,1,0.001531777140589,0.000742021604847
1,0,0,0,0,1,0,0,0,0,0,0,6.250000000000000,0.940000000000000,0.760000000000000,0.770000000000000,0.710000000000000,0.790000000000000,1,0.000192508357872,0.000280608000728
1,0,0,0,1,0,0,0,0,0,0,0,6.000000000000000,0.910000000000000,0.740000000000000,0.710000000000000,0.660000000000000,0.800000000000000,0,0.001707358480641,0.002901363849669
1,0,0,0,0,1,0,0,0,0,0,0,6.000000000000000,0.980000000000000,0.770000000000000,0.780000000000000,0.720000000000000,0.800000000000000,1,0.000132655482073,0.016142154433789
1,0,0,0,0,1,0,0,0,0,0,0,5.800000190734862,0.970000000000000,0.750000000000000,0.780000000000000,0.640000000000000,0.760000000000000,1,0.000117086120417,0.002388101470189
1,0,0,0,0,1,0,0,0,0,0,0,6.099999904632567,0.960000000000000,0.750000000000000,0.740000000000000,0.650000000000000,0.780000000000000,1,0.002487500308318,0.016142154433789
1,0,0,0,1,0,0,0,0,0,0,0,5.699999809265138,0.935000000000000,0.690000000000000,0.720000000000000,0.690000000000000,0.730000000000000,1,0.001791036346175,0.000367334167055
1,0,0,0,0,1,0,0,0,0,0,0,5.900000095367433,0.950000000000000,0.840000000000000,0.870000000000000,0.770000000000000,0.890000000000000,1,0.004547861440064,0.003875316583919
1,0,0,1,0,1,0,0,0,0,0,0,5.500000000000000,0.950000000000000,0.670000000000000,0.590000000000000,0.530000000000000,0.750000000000000,0,0.000003845843070,0.252579713953614
1,0,0,1,0,1,0,0,0,0,0,0,6.000000000000000,1.000000000000000,0.850000000000000,0.990000000000000,0.840000000000000,0.950000000000000,0,0.290934858003656,0.252579713953614
1,0,0,1,0,1,0,0,0,0,0,0,5.699999809265138,0.960000000000000,0.740000000000000,0.770000000000000,0.700000000000000,0.850000000000000,0,0.028354851300005,0.015651582654351
0,1,0,0,0,0,0,0,0,1,1,3,6.350000381469727,0.945000000000000,0.760000000000000,0.770000000000000,0.680000000000000,0.750000000000000,2,0.002769911198225,0.001726596357101
0,1,0,0,0,1,0,0,0,0,1,3,6.099999904632567,0.950000000000000,0.760000000000000,0.740000000000000,0.710000000000000,0.780000000000000,1,0.290934858003656,0.000007572205980
0,1,0,0,0,0,1,0,0,0,0,2,5.900000095367433,0.950000000000000,0.730000000000000,0.760000000000000,0.740000000000000,0.780000000000000,0,0.000037461882053,0.004091767697420
0,1,0,0,0,1,0,0,0,0,2,4,6.000000000000000,0.930000000000000,0.730000000000000,0.770000000000000,0.700000000000000,0.790000000000000,1,0.003487754137680,0.010731871220685
0,0,1,0,1,0,0,0,0,0,1,4,6.400000095367433,0.980000000000000,0.750000000000000,0.750000000000000,0.730000000000000,0.800000000000000,1,0.000543505229906,0.118561404255589
1,0,0,1,1,0,0,0,0,0,0,0,5.899999618530273,0.915000000000000,0.770000000000000,0.720000000000000,0.600000000000000,0.800000000000000,1,0.000000000000000,0.000000000000000
1,0,0,1,1,0,0,0,0,0,0,0,6.000000000000000,0.940000000000000,0.790000000000000,0.720000000000000,0.760000000000000,0.780000000000000,1,0.000065502513372,0.000487468072570
1,0,0,1,0,1,0,0,0,0,0,0,6.250000000000000,0.910000000000000,0.840000000000000,0.680000000000000,0.720000000000000,0.800000000000000,1,0.000134417645918,0.004044772544719
1,0,0,1,1,0,0,0,0,0,0,0,6.550000190734862,0.975000000000000,0.890000000000000,0.650000000000000,0.940000000000000,0.880000000000000,1,0.304581739255397,0.215937439766025
1,0,0,1,0,1,0,0,0,0,0,0,5.900000095367433,0.920000000000000,0.770000000000000,0.630000000000000,0.700000000000000,0.720000000000000,1,0.081938896385564,0.010641002752545
1,0,0,1,0,1,0,0,0,0,0,0,6.199999809265138,0.980000000000000,0.690000000000000,0.750000000000000,0.780000000000000,0.750000000000000,0,0.304581739255397,0.215937439766025
1,0,0,0,1,0,0,0,0,0,0,0,6.099999904632567,0.915000000000000,0.760000000000000,0.750000000000000,0.720000000000000,0.800000000000000,0,0.016669894415559,0.033265602632060
1,0,0,0,0,1,0,0,0,0,0,0,5.900000095367433,0.910000000000000,0.740000000000000,0.730000000000000,0.670000000000000,0.770000000000000,0,0.009192048717698,0.000353628916934
1,0,0,0,0,1,0,0,0,0,0,0,6.199999809265138,0.960000000000000,0.770000000000000,0.760000000000000,0.720000000000000,0.800000000000000,1,0.000367296767569,0.014046899889149
1,0,0,0,1,0,0,0,0,0,0,0,5.900000095367433,0.910000000000000,0.760000000000000,0.730000000000000,0.730000000000000,0.790000000000000,1,0.000065980006245,0.022318213184372
1,0,0,0,0,1,0,0,0,0,0,0,5.449999809265137,0.940000000000000,0.730000000000000,0.720000000000000,0.700000000000000,0.760000000000000,0,0.000841147014967,0.008405372520456
1,0,0,0,0,1,0,0,0,0,0,0,5.599999904632568,0.900000000000000,0.740000000000000,0.710000000000000,0.710000000000000,0.750000000000000,0,0.000988670918137,0.009258975431640
1,0,0,0,1,0,0,0,0,0,0,0,5.900000095367433,0.870000000000000,0.760000000000000,0.670000000000000,0.640000000000000,0.750000000000000,0,0.003544115104594,0.001447984698371
1,0,0,0,0,1,0,0,0,0,0,0,5.900000095367433,0.950000000000000,0.760000000000000,0.760000000000000,0.710000000000000,0.820000000000000,0,0.000866503313669,0.004896041890583
1,0,0,0,1,0,0,0,0,0,0,0,5.900000095367433,0.900000000000000,0.750000000000000,0.730000000000000,0.680000000000000,0.770000000000000,0,0.004328440777879,0.007721385200890
1,0,0,0,1,0,0,0,0,0,0,0,5.900000095367433,0.880000000000000,0.730000000000000,0.710000000000000,0.660000000000000,0.730000000000000,0,0.000219855974448,0.002408837376407
1,0,0,0,0,1,0,0,0,0,0,0,5.800000190734862,0.900000000000000,0.720000000000000,0.710000000000000,0.720000000000000,0.740000000000000,0,0.000137752745518,0.023752921556051
1,0,0,0,1,0,0,0,0,0,0,0,5.599999904632568,0.950000000000000,0.720000000000000,0.700000000000000,0.640000000000000,0.790000000000000,0,0.000201532879242,0.016014912739655
1,0,0,0,1,0,0,0,0,0,0,0,6.000000000000000,0.970000000000000,0.710000000000000,0.780000000000000,0.670000000000000,0.750000000000000,1,0.000871715541652,0.004931393833407
1,0,0,0,0,1,0,0,0,0,0,0,5.900000095367433,0.930000000000000,0.780000000000000,0.790000000000000,0.710000000000000,0.800000000000000,1,0.004009875013808,0.030636915801940
1,0,0,0,1,0,0,0,0,0,0,0,5.699999809265138,0.910000000000000,0.680000000000000,0.690000000000000,0.640000000000000,0.700000000000000,1,0.010897629466227,0.000735972589687
1,0,0,0,1,0,0,0,0,0,0,0,6.099999904632567,0.940000000000000,0.790000000000000,0.820000000000000,0.710000000000000,0.800000000000000,1,0.000116251081694,0.000330335598657
1,0,0,0,0,1,0,0,0,0,0,0,5.649999618530273,0.960000000000000,0.770000000000000,0.730000000000000,0.720000000000000,0.770000000000000,1,0.000104639623658,0.015432912785313
1,0,0,0,0,1,0,0,0,0,0,0,5.699999809265138,0.930000000000000,0.710000000000000,0.750000000000000,0.690000000000000,0.740000000000000,1,0.000043728867561,0.005614159354448
1,0,0,0,1,0,0,0,0,0,0,0,5.400000095367432,0.915000000000000,0.730000000000000,0.740000000000000,0.670000000000000,0.770000000000000,1,0.000000033932229,0.000645614027697
1,0,0,0,1,0,0,0,0,0,0,0,5.800000190734862,0.840000000000000,0.720000000000000,0.670000000000000,0.670000000000000,0.700000000000000,1,0.000086706723170,0.010127267117535
1,0,0,0,0,1,0,0,0,0,0,0,6.099999904632567,0.920000000000000,0.740000000000000,0.760000000000000,0.710000000000000,0.760000000000000,2,0.000043728867561,0.016783290964001
1,0,0,0,0,1,0,0,0,0,0,0,5.699999809265138,0.960000000000000,0.740000000000000,0.780000000000000,0.700000000000000,0.790000000000000,1,0.000774896278846,0.054578803529628
1,0,0,0,0,1,0,0,0,0,0,0,5.400000095367432,0.910000000000000,0.700000000000000,0.670000000000000,0.670000000000000,0.710000000000000,0,0.001159074497157,0.006197692216773
1,0,0,0,0,1,0,0,0,0,1,0,5.900000095367433,0.960000000000000,0.730000000000000,0.780000000000000,0.740000000000000,0.810000000000000,1,0.002111485414104,0.000075662766748
1,0,0,0,1,0,0,0,0,0,0,0,5.800000190734862,0.930000000000000,0.740000000000000,0.710000000000000,0.610000000000000,0.760000000000000,0,0.002223523968912,0.014558915349648
1,0,0,0,1,0,0,0,0,0,0,0,5.199999809265137,0.960000000000000,0.700000000000000,0.740000000000000,0.620000000000000,0.760000000000000,1,0.001870225222192,0.008788131402745
1,0,0,0,1,0,0,0,0,0,0,0,5.900000095367433,0.940000000000000,0.740000000000000,0.750000000000000,0.740000000000000,0.770000000000000,1,0.000201532879242,0.003247334688832
1,0,0,0,0,1,0,0,0,0,0,0,5.699999809265138,0.890000000000000,0.760000000000000,0.790000000000000,0.690000000000000,0.780000000000000,0,0.000464630719885,0.004538123115604
0,1,0,0,0,0,1,0,0,0,1,1,5.699999809265138,0.950000000000000,0.720000000000000,0.690000000000000,0.660000000000000,0.720000000000000,0,0.000002592448169,0.056472757398276
0,1,0,0,1,0,0,0,0,0,0,4,6.199999809265138,0.930000000000000,0.670000000000000,0.690000000000000,0.600000000000000,0.700000000000000,0,0.000043728867561,0.009164703120847
0,1,0,0,0,1,0,0,0,0,0,3,5.699999809265138,0.950000000000000,0.710000000000000,0.750000000000000,0.730000000000000,0.760000000000000,1,0.001765777073285,0.002791330350950
0,1,0,0,0,0,1,0,0,0,3,3,6.300000190734862,0.930000000000000,0.730000000000000,0.790000000000000,0.720000000000000,0.770000000000000,1,0.003134611481844,0.000037828258017
0,1,0,0,0,1,0,0,0,0,1,4,6.199999809265138,0.930000000000000,0.710000000000000,0.780000000000000,0.710000000000000,0.800000000000000,1,0.000590327339094,0.034973239453513
0,1,0,0,0,0,1,0,0,0,0,0,6.199999809265138,0.940000000000000,0.720000000000000,0.780000000000000,0.700000000000000,0.750000000000000,0,0.000397123684847,0.028146316787807
0,1,0,0,0,1,0,0,0,0,0,3,6.199999809265138,0.950000000000000,0.760000000000000,0.820000000000000,0.820000000000000,0.840000000000000,1,0.000397123684847,0.002791330350950
0,1,0,0,0,1,0,0,0,0,0,3,6.099999904632567,0.930000000000000,0.730000000000000,0.760000000000000,0.660000000000000,0.780000000000000,1,0.000310524279675,0.000509015380934
0,0,1,0,1,0,0,0,0,0,5,5,6.199999809265138,0.930000000000000,0.720000000000000,0.760000000000000,0.710000000000000,0.740000000000000,1,0.000043728867561,0.209780835579617
0,1,0,0,0,1,0,0,0,0,0,3,5.699999809265138,0.940000000000000,0.760000000000000,0.820000000000000,0.770000000000000,0.840000000000000,1,0.000132847918569,0.009540574818250
0,0,1,0,0,1,0,0,0,0,5,5,6.300000190734862,0.970000000000000,0.770000000000000,0.780000000000000,0.710000000000000,0.810000000000000,2,0.286311431462488,0.125753618696060
0,0,1,0,0,1,0,0,0,0,5,5,6.550000190734862,0.925000000000000,0.830000000000000,0.820000000000000,0.770000000000000,0.840000000000000,1,0.299536848121989,0.099055999622667
0,0,1,0,1,0,0,0,0,0,5,5,6.099999904632567,0.900000000000000,0.760000000000000,0.800000000000000,0.770000000000000,0.840000000000000,1,0.000370247006779,0.072236359462424
0,1,0,0,1,0,0,0,0,0,1,4,6.149999618530273,0.915000000000000,0.730000000000000,0.770000000000000,0.740000000000000,0.800000000000000,1,0.000779654292832,0.025798559570820
